episode,reward,portfolio_value,loss
72,0.3024163675311561,32481.75845532037,0.0008892647942669596
73,0.460407296523448,37525.543405172764,0.0008393833465296539
74,0.3302287599950253,33134.20756292603,0.0008262648572113742
75,0.39685131176005467,34963.713521653364,0.0008134446882953247
76,0.2669788093174776,31123.830348035648,0.0008365902359565948
77,0.30712030196362533,32093.2501829864,0.0007471179670432213
78,0.40311894644151797,35421.04729624783,0.0008234062554061272
79,0.44256697976366177,36388.2487188068,0.0007915143431989547
80,0.4832633815700065,38493.56589700848,0.000793226076084197
81,0.46389055165374965,37162.4157737761,0.0008990262078272596
82,0.5738905205286639,42310.36691767197,0.000913414593053125
83,0.6941278896171488,47296.60598700411,0.0008876327187498788
84,0.4210607461573348,35744.155179987705,0.0008198255501129519
85,0.7568742581361855,50106.13387317142,0.0008043930665658638
86,0.5601353895784794,41448.51720414559,0.0007703352320687806
87,0.5094274755215266,39521.860874154896,0.0007726910030655956
88,0.6191304566874679,43511.39341009598,0.0007190791552813668
89,0.6494731428529754,45232.28297129952,0.000788126634615611
90,0.3296261241064798,32818.6746489703,0.0007628124438860858
91,0.6261573779232706,44095.54834684707,0.0009153329383902142
92,0.6657882038503382,45831.745822556615,0.0008741067900501176
93,0.32628497000645157,32447.67835729431,0.0008756253189988874
94,0.5275613340362426,39871.68489079193,0.000825028451584979
95,0.4348411253344569,36837.668551607494,0.0008721665328443207
96,0.46843208325426816,37835.50901020101,0.0007663856838625475
97,0.5144120189292263,39281.49231541596,0.0008115779425760236
98,0.542595393481844,40615.977845382506,0.000777809063556215
99,0.46952668857954194,37724.09106871365,0.0008029948600974594
